"Reviewer_ID","Total_reviews","Reviewer_ranking","Total_helpful_votes","Location","Recent_ratings"
"A37OFGX794LQ53","2","15,408,495","4 of 17","","4 3"
"A37ON54R2WKELY","0","","","",""
"A37ONDFMPKNR20","6","1,638,486","1 of 1","","5 4 5 5 5 5"
"A37OO82U4R6ALE","10","15,534,529","11 of 27","","3 4 5 5 4 3 2 2 3 4"
"A37OORL1IVRHCT","7","819,006","11 of 13","","1 5 5 2 5 5 5"
"A37OPJZFBXP00F","10","489,183","27 of 29","Casper, WY United States","2 5 4 4 4 5 5 3 5 4"
"A37OU5R0IPT9RJ","10","593,874","19 of 31","","2 5 4 5 2 5 5 1 5 1"
"A37OZMLLTC2UIS","8","15,603,992","17 of 40","Coconut Creek, FL","1 5 1 3 4 5 3 5"
"A37P0B7JE6NUQ9","1","15,230,223","1 of 8","connecticut","2"
"A37P2C276NLJZT","2","4,715,339","2 of 2","","4 5"
"A37P2R85DTP5F3","2","15,414,496","3 of 13","","4 1"
"A37P6EFT89U9AO","2","3,178,763","7 of 12","","5 5"
"A37P7MCZK74JDC","1","9,265,531","","Chicago Burbs","4"
"A37P8JX8CY3DH0","10","122,055","74 of 79","Pocatello, Idaho","5 5 5 5 4 3 5 5 5 5"
"A37P9NXMY4VRFT","10","15,667,159","41 of 225","","1 5 3 4 1 1 2 2 4 4"
"A37PJVYY5MB1HC","10","92,984","67 of 80","Iowa","5 5 4 5 4 3 4 5 4 4"
"A37PWD86XPYJ4B","10","199,247","14 of 15","","5 3 4 4 5 4 4 5 4 5"
"A37PWUW8BYK8DD","10","89,550","56 of 72","","5 5 5 5 5 5 5 1 5 5"
"A37PZ1EQV1TET7","10","408,149","268 of 332","Los Angeles, CA","1 4 5 5 5 5 5 3 3 4"
"A37PZJH2F13IOR","10","44,934","457 of 768","","1 5 5 5 5 5 5 5 4 5"
"A37Q1Z1G5ZJCQC","2","5,060,644","1 of 1","","5 5"
"A37Q47VKYEANR1","1","9,224,090","1 of 2","","2"
"A37QBU53QTWEUD","1","3,484,714","14 of 15","white plains, NY, United States","5"
"A37QHRB1ND3CJ8","2","3,978,461","1 of 1","","5 5"
"A37QK7S2OHRXVW","10","587,357","13 of 21","","1 1 5 5 5 1 1 1 1 1"
"A37QNUU2PVHWYO","7","1,112,575","4 of 5","Tampa Bay, Fl","5 5 4 4 4 4 2"
"A37QU23QG5SC48","10","21,680","161 of 180","","5 5 5 5 4 5 2 5 5 5"
"A37QUC4IAAPS4C","3","5,988,897","2 of 5","","5 3 4"
"A37QUQPYFMR9Y9","10","420","7560 of 8395","San Diego, CA","3 1 4 5 2 4 4 3 5 4"
"A37R64J38IW1XL","10","127,558","121 of 166","","5 2 2 5 5 4 4 5 5 4"
"A37R95BCW1YUJR","1","15,076,433","2 of 7","","3"
"A37RBQLCFIZVVE","1","8,408,074","1 of 1","","5"
"A37RGMRXTOGF1C","3","4,168,433","3 of 5","","5 5 5"
"A37RHVD2SK6Q1A","8","163,770","114 of 118","Minneapolis","3 5 5 5 5 5 5 5"
"A37S0JZPE4HHE0","4","15,647,025","2 of 22","","1 1 4 5"
"A37S84NQCIXPXA","8","1,785,297","7 of 9","","5 5 4 4 5 4 5 4"
"A37SAVE7P8534C","1","15,260,986","2 of 12","","2"
"A37SBO5JQ7E4OH","2","7,560,364","","","5 5"
"A37SFQV4Z9RCU8","10","308,266","36 of 41","","4 5 5 5 5 5 4 5 3 5"
"A37SGUD51AJFK2","1","4,842,059","3 of 3","","5"
"A37SJY3MXZG3L5","3","2,232,558","20 of 21","","4 5 5"
"A37SJZ5DWVVKHN","10","1,988,258","7 of 14","","5 2 5 2 3 3 5 5 5 5"
"A37SQYMW0VJZOI","10","760,520","17 of 30","","5 5 3 5 4 4 5 3 5 5"
"A37SU6UE4RF63J","6","5,624,838","4 of 5","Belleville, IL","2 5 2 5 5 3"
"A37SV5VG0H3V5O","9","15,486,074","3 of 7","Allen Park, Michigan,USA","5 4 5 5 4 3 2 5 5"
"A37T4LHWTTHCRS","5","11,573,239","28 of 114","florida","5 1 4 4 1"
"A37T62O7B0YEDT","1","8,369,234","1 of 2","calif","5"
"A37TAFJLLD1TLB","9","1,662,780","5 of 6","Maui, Hawaii, USA","5 4 2 4 4 4 4 2 4"
"A37TJK41GEKK2D","3","4,158,876","12 of 20","","2 5 2"
"A37TL3ZX21ENTN","8","443,783","25 of 29","","5 5 5 5 4 5 5 5"
"A37TOWP03172QI","31","118,680","35 of 43","LEMOORE, CA, US","1 3 2 2 5 5 3 1 4 5"
"A37TPQ9YQSKAJ5","10","23,674","462 of 500","Houston, TX, USA","5 5 5 4 5 5 5 5 5 5"
"A37TU4R22L7FMA","10","58,315","182 of 207","California","4 2 4 4 5 4 5 4 3 4"
"A37TUHRQV1CKVS","1","15,472,514","","","1"
"A37TWEV3RE70DL","1","15,315,381","","","2"
"A37TY9YV06SZVA","1","10,250,487","10 of 20","","1"
"A37U0S7U6Y7WG4","4","2,258,995","5 of 11","","5 5 5 5"
"A37U3GV658TUZV","7","1,152,326","5 of 9","Texas","5 5 4 3 3 5 4"
"A37ULP15WVK2H6","10","17,708","304 of 383","Jacksonville, NC","5 5 4 5 5 4 5 5 4 5"
"A37UOP1QEVME1C","1","15,271,561","5 of 18","","1"
"A37UPOGD04RYV2","1","9,284,789","","","5"
"A37UU7WEUVGAJT","1","9,698,646","2 of 3","","4"
"A37UX2CLO7D2OQ","1","7,183,470","3 of 4","","5"
"A37UZFU69AMCZ0","2","4,523,250","1 of 1","","4 5"
"A37V5DTR2AAIGE","1","3,914,692","12 of 13","","4"
"A37V7LWFGMUH5P","1","8,116,830","1 of 1","","4"
"A37V814JKYHL9M","10","15,587,319","54 of 115","","3 1 2 1 3 1 1 3 4 4"
"A37VCK0HHVYSJW","10","15,666,204","46 of 231","Copley, OH United States","1 1 1 1 1 1 5 3 1 1"
"A37VKGOPLU8ASX","4","3,065,904","3 of 4","","5 5 5 5"
"A37VRWA8T56WC5","1","4,799,275","3 of 3","","1"
"A37VUW38DCFLS3","2","8,704,386","","","5 5"
"A37VVBMV1MFT8I","1","6,572,613","4 of 5","","5"
"A37VX6BXZQPFME","0","","","",""
"A37WK0A6C2D1RI","1","4,830,263","5 of 5","","2"
"A37WMDJ4ELRUCV","10","15,629,591","18 of 55","Novi, MI United States","1 3 3 1 1 5 2 2 1 4"
"A37WR9LJVD0ZBY","1","10,102,164","","","5"
"A37X0I674CP1N3","2","1,710,080","4 of 5","","5 5"
"A37X0LC19QSS40","10","549,683","53 of 84","California","5 5 5 1 5 5 5 4 5 1"
"A37X322CU8T03Q","10","136,820","221 of 244","Southern California","2 4 2 2 5 1 4 4 1 1"
"A37XHG5LLONQH2","10","203,329","29 of 38","pittsburgh","1 4 2 4 4 4 2 3 1 3"
"A37XK71CZ0I7UV","10","1,114,376","5 of 5","","4 4 5 3 4 2 4 4 3 3"
"A37XOZXWZ7QVSD","10","154,328","392 of 406","Annapolis, MD, USA","5 5 5 4 5 5 5 5 5 5"
"A37XPPDH5H11HN","10","236,964","31 of 35","","2 5 5 5 5 5 4 5 5 5"
"A37XWL6JICZ9Z1","10","86,121","52 of 57","So. California","5 5 5 5 5 1 5 4 1 5"
"A37XYH8DN1J880","1","5,245,624","16 of 18","NJ","5"
"A37Y1DBJ4TQAXB","3","1,982,775","10 of 11","","5 1 5"
"A37Y1XAMF2981N","8","835,227","5 of 7","","5 5 4 4 5 5 4 4 5 5"
"A37Y8IV7HKL2OJ","3","5,208,020","1 of 1","NY USA","1 5 1"
"A37YCU2EY1FC7E","1","7,956,409","2 of 2","","5"
"A37YJEYTLIXIQS","2","15,081,675","10 of 27","San Ramon, CA United States","5 1"
"A37YOL5MBF0NGU","3","3,339,544","1 of 2","","5 5 4"
"A37YOXUU6RC44G","9","415,722","20 of 22","Seattle, WA","5 5 4 5 4 4 4 3 5"
"A37YW50CARJ9SU","8","2,373,976","1 of 3","","5 5 5 4 5 4 5 5"
"A37Z2CYFJR4FVQ","2","4,550,916","7 of 10","","4 4"
"A37Z3A7P3ZD1UF","1","8,073,516","1 of 1","","1"
"A37Z7VKQ89EODS","1","7,555,873","1 of 1","","5"
"A37ZDJOPNXCIW6","4","7,963,927","1 of 3","","5 5 3 4"
"A37ZGHS6MTMFYU","1","15,419,990","2 of 19","","1"
"A37ZH4H0ENFB4R","7","1,410,073","4 of 4","","1 5 1 4 5 5 4"
"A37ZONXLDS82QD","6","15,419,574","3 of 10","Florida","3 5 2 4 5 3"
"A37ZXUH06H2KIS","10","40,892","98 of 129","","5 4 4 5 1 3 5 5 2 5"
"A37ZZWJEK0DAHH","2","15,516,638","2 of 16","","1 1"
"A3801FBG1JP9NZ","1","15,439,450","2 of 23","","1"
"A3807KA89UWMK1","10","118,378","25 of 29","","4 5 4 5 5 5 4 5 4 5"
"A3809JT2JE9CH","9","1,678,101","","","5 5 5 5 5 3 5 5 4"
"A380CB39PD9REL","2","15,208,655","2 of 9","","1 5"
"A380EFBG2S77DC","2","9,335,293","","","5 4"
"A380NJEMPDS4G7","7","15,516,645","12 of 45","Sierra Vista, Az","5 5 4 5 4 4 3"
"A380NY731ZTEZF","2","4,250,741","18 of 27","","1 2"
"A380PBXPQZY6IA","7","2,546,376","3 of 6","OK","5 5 5 5 5 5 5"
"A380R59EXWK7JI","2","7,007,310","1 of 2","","5 3"
"A380TRQR5U28D3","3","4,972,720","2 of 4","Ottawa","5 4 5"
"A380VZU3OVT79C","4","3,301,453","6 of 17","Westminster,Md","5 5 5 3"
"A380W7DVVVEHN0","8","4,953,396","","","4 2 5 4 4 4 4 4"
"A3810O45DIW78X","10","109,831","40 of 47","Ohio","5 5 5 5 5 4 5 5 5 4"
"A3811IL7XSQRRF","9","1,922,140","3 of 8","Jarratt, VA","5 5 5 5 5 5 5 5 5"
"A38128T8GBDDGD","7","216,837","222 of 295","","3 5 5 4 2 3 4"
"A3812KCK82TFRJ","2","5,032,440","3 of 3","","5 5"
"A3813ATSTFVIJE","5","1,041,180","3 of 3","Milford DE USA","4 5 4 5 3"
"A3814HCSWXKIDQ","10","904,516","28 of 43","Minnesota","5 3 4 5 4 5 5 5 3 5"
"A38181IM6X27OG","1","7,852,419","2 of 2","","4"
"A381C4XK72ZYQM","10","871,922","4 of 6","","5 5 5 5 5 5 5 5 5 5"
"A381MP6XT4888S","5","3,499,946","4 of 6","","2 1 5 3 2"
"A381MTXZYPPNJO","2","4,589,293","1 of 1","","4 5"
"A381X7YTPB88Q","9","1,022,853","6 of 8","windsor, ca","1 5 5 5 5 5 3 5 3"
"A382216A2DF6CQ","10","1,076,499","3 of 5","ASTORIA, NY, US","5 5 5 5 5 1 5 5 5 1"
"A3825QQVSCUZ9A","10","205,313","216 of 296","","5 5 4 1 5 4 5 2 4 5"
"A38288VYNPMBQF","3","15,535,435","","","4 5 1"
"A3828O40AMQ04Q","3","15,535,176","6 of 31","TN","5 2 1"
"A382BQCKR0930M","1","5,043,697","2 of 2","","2"
"A382KFRH6TODT6","10","15,516,289","6 of 20","Ellicott City, MD","5 4 5 3 5 2 3 1 5 2"
"A3835ML21QF28A","2","106,273","279 of 303","West coast","5 4"
"A383BAKQCOBL8C","1","8,684,426","4 of 4","","5"
"A383BCN5YP84YV","10","234,546","10 of 13","","4 5 4 5 4 5 4 1 5 5"
"A383HZH9F6P348","10","15,668,643","312 of 3305","","1 1 1 1 1 1 1 1 1 1"
"A383IJ52B59JG3","2","15,103,704","3 of 8","Chillicothe, OH","3 3"
"A383JXPIADQOVE","4","2,801,413","7 of 10","Fremont, CA USA","5 5 5 5"
"A383LCRFYLD7HK","1","10,029,464","","","4"
"A383VCYGKI16RL","1","7,601,555","4 of 4","","5"
"A383WM5HEQM0TJ","1","7,866,585","3 of 4","","5"
"A383WY6R8S2NMJ","3","15,488,136","","","2 5 4"
"A383YSEW8R1U3Y","3","4,785,619","7 of 8","Woodland, CA USA","4 5 4"
"A3840SKO8BDNLS","7","1,536,745","1 of 1","","4 4 4 2 5 5 5"
"A3842Y34AFPS5T","2","9,006,693","","Missoula, MT","4 5"
"A3845LW9TVQ8ZP","1","9,989,791","1 of 3","","1"
"A384JIUVQK8WD8","3","15,496,240","8 of 27","","5 1 1"
"A3851LMJ7IYF6G","3","2,849,610","2 of 2","","5 5 5"
"A3854MKPG074FX","2","7,829,813","","","4 5"
"A385AH1021KGEJ","10","131,183","31 of 32","Georgia","5 5 5 2 1 5 5 5 5 5"
"A385L0FV07CA7G","10","77,742","58 of 69","USA","3 5 5 3 5 4 5 4 3 5"
"A385Q03TG6PYWB","10","15,627,464","8 of 26","Madagascar","4 4 4 4 3 5 2 1 5 4"
"A385UPN6TMFEJ3","10","36,908","126 of 188","USA","5 5 2 3 4 1 1 1 3 5"
"A385YZMU0WEBYH","2","2,854,324","16 of 17","","5 5"
"A386AE03O959GZ","1","5,763,407","7 of 9","","5"
"A386ANVRUAGVJC","1","9,308,001","2 of 3","","5"
"A386MPS3IYS0I4","7","1,105,686","2 of 2","LAS VEGAS, NV, US","5 5 5 5 5 4 1"
"A386MX7RZWGBUL","20","187,785","136 of 153","","1 5 4 5 4 1 5 5 1 5"
"A386NSINCEFFGE","2","2,726,383","4 of 4","","5 5"
"A386OP2O7Z5Y5L","10","16,953","172 of 245","USA","5 5 4 3 5 4 5 5 5 3"
"A386R4OQSPZUR3","1","9,464,792","5 of 8","Southampton, England","5"
"A386T5BXO08B85","2","4,846,560","2 of 2","South Carolina","4 4"
"A3871Q5TXBXOBU","1","7,876,871","1 of 1","","5"
"A38746EBKS8NNO","1","10,094,466","","","5"
"A38754C78HLXXP","10","19,180","241 of 281","San Diego, CA USA","2 4 3 3 5 4 4 5 4 3"
"A3877XXGBORX14","10","51,219","68 of 84","Washington, DC","4 4 2 3 2 4 2 3 3 4"
"A3879S514RQHSY","2","14,977,193","1 of 4","","4 5"
"A387LK9J8DOPP6","1","9,961,535","","","5"
"A387PAO49LKYD4","2","8,648,202","1 of 3","","4 3"
"A387Z8M6R35BTF","1","7,813,510","4 of 6","RENO, NV, US","5"
"A388FQVU37BP95","10","2,937,542","3 of 3","texas","5 5 5 5 5 4 5 5 5 5"
"A388KNV094E8C6","10","2,545,159","55 of 127","California","5 5 1 5 1 5 2 5 2 5"
"A388LJKBM3IRJJ","10","442,350","8 of 9","Long Beach, CA, US","4 5 5 4 5 5 5 5 5 5"
"A388P0KRDLOMEC","26","1,384,890","23 of 42","","1 1 3 1 5 1 1 5 5 3"
"A388U33Q82OQ3G","10","109,916","63 of 70","","1 4 5 5 5 5 5 5 1 4"
"A388V592PZQXDO","1","7,766,292","2 of 2","","5"
"A388V97ZWTENCL","3","8,697,570","6 of 13","Dover, DE USA","2 1 2"
"A388X857NARVSQ","10","15,535,275","37 of 58","LA, CA United States","1 4 5 5 4 5 1 5 4 5"
"A3895AF70T6YWP","1","7,253,463","4 of 5","","4"
"A389676OYYFB7K","3","4,185,895","","","4 4 5"
"A3897Q3NOHEBY8","9","509,579","65 of 81","Raleigh, NC","2 3 3 2 1 4 3 3 3"
"A389H6VBHGLANM","4","2,022,241","2 of 3","","5 5 5 5"
"A389J45I98KCTZ","9","15,583,907","30 of 65","Rhode Island","1 2 1 5 1 1 1 1 1 4"
"A389KF87FO7S0S","10","1,263,725","10 of 13","Corpus Christi, TX","5 4 5 4 3 5 4 4 4 5"
"A389YYY08OW850","7","3,367,653","4 of 8","","5 5 5 5 5 5 5"
"A38A54ECZK5UB8","10","968,700","5 of 8","","5 4 5 5 1 5 5 3 3 5"
"A38A84MMBE40MM","1","4,704,142","3 of 3","","5"
"A38ACO8UA4KJ6H","10","57,013","92 of 103","Hawaii","5 5 5 5 5 5 5 5 2 4"
"A38ADYDRZN170A","10","421,204","26 of 31","","5 5 5 4 5 5 1 5 5 1"
"A38AE05IMGNQDN","1","5,515,971","16 of 16","","5"
"A38AJ9ZNIL0ZSC","3","15,551,053","2 of 20","Nampa, ID","3 3 5"
"A38APSCZZWJ7AF","10","710,959","9 of 10","","5 5 5 3 4 5 5 5 5 5"
"A38AS3MIRI5K96","1","9,331,906","","","4"
"A38AVZ6Q1X8EMA","1","4,749,350","3 of 3","","5"
"A38B1Q3LTESCJC","5","15,597,744","10 of 47","JOHNSTOWN, PA, US","4 1 5 5 1"
"A38B54W64CDIH3","4","2,396,108","2 of 3","","3 4 4 1"
"A38BQD8O4MG0WW","1","10,025,382","5 of 5","","4"
"A38BYYRJQZTVFV","3","1,928,008","11 of 13","","1 5 4"
"A38C7VG7BJ7CYJ","2","15,382,765","","","1 5"
"A38C9RTY00HOO2","16","816,745","14 of 27","San Diego, CA USA","5 2 4 4 4 5 4 3 5 5"
"A38CA44O9OM6FJ","5","1,554,246","2 of 2","","4 4 5 3 5"
"A38CCZOT98P0IG","3","2,997,221","1 of 1","indiana","5 5 5"
"A38CLIKJ4HU9GD","7","739,060","13 of 21","Oklahoma City, OK","3 5 2 5 1 5 5"
"A38CWGZANOHEM","6","1,990,994","2 of 2","","5 5 5 5 4 5 4 5 4 5"
"A38D45Q1YKW9ZU","5","1,725,468","44 of 45","Bethesda, MD United States","3 2 4 2 1"
"A38DDM9FUAF4H1","10","3,341","641 of 701","Texas, Gulf Coast","3 5 3 3 5 5 5 3 2 2"
"A38DJLSB47AUF7","2","15,223,159","4 of 14","","1 1"
"A38DPA58POR0RP","6","4,691,167","7 of 11","Chicago, IL USA","1 5 5 4 3 4"
"A38ED5R20KB0ON","4","137,742","81 of 86","","1 5 1 5"
"A38EM919DNY1X9","3","1,525,129","4 of 4","","5 5 5"
"A38EN4AWO048JZ","1","15,021,799","3 of 9","","1"
"A38F8FVLRHS299","5","2,874,810","1 of 1","San Diego, CA","5 5 5 5 5"
"A38FAUG574ABD2","6","2,872,487","10 of 10","","4 4 5 4 4 4"
"A38FAZFHFVBJAY","6","1,955,146","6 of 9","NY, USA","2 3 5 3 2 5"
"A38FBFG21XSUG0","10","11,694","338 of 377","Colorado","4 5 3 1 4 1 1 5 5 5"
"A38FHFEIJYTIDE","9","871,806","10 of 11","Folsom, CA","4 3 5 4 4 4 4 4 5"
"A38FJ9YR9HIYB1","2","3,279,929","3 of 3","","5 5"
"A38FNTHHYA5ACB","10","537,895","3 of 3","","5 5 5 3 5 3 5 4 5 5"
"A38FPZ0FNUAY0A","1","9,095,517","","","5"
"A38FT6QS4OQ0RO","10","25,679","89 of 92","Big Bear Lake, CA","5 5 5 5 5 5 1 5 5 4"
"A38FTC6C9H32BS","12","457,434","19 of 22","","1 5 5 4 5 5 5 5 5 1"
"A38FYDP9VWAKIE","1","7,683,191","2 of 2","","5"
"A38G1VYQQ2V0AY","10","609,151","11 of 18","","5 5 1 2 2 5 5 5 5 5"
"A38G30Z8VVGMQN","10","121,824","34 of 50","","4 5 5 3 3 5 3 5 5 4"
"A38G9ZSKBPRD03","7","2,215,372","7 of 12","","4 5 5 5 4 5 5"
"A38GCBHNSEAAW3","5","3,245,832","8 of 10","Lincoln CA USA","4 5 4 4 5"
"A38GD7AZ17JDKO","1","8,961,752","","","4"
"A38GGQREJEOEQV","0","","","",""
"A38GNH813WO4U9","2","5,719,470","5 of 7","somewhere,Al","5 5"
"A38GPD2H1X8D4I","2","5,395,297","3 of 4","rhode island","5 5"
"A38GUJUUFVHZMZ","7","1,399,835","12 of 17","","4 5 4 4 5 5 4"
"A38GVQOEYTLWQ1","10","15,456,224","","","5 2 5 5 5 5 5 5 5 5"
"A38GXSKPLFXD6U","1","10,636,264","2 of 5","","2"
"A38H2F0GV3DDGH","1","8,398,452","2 of 3","","5"
"A38H36DZDJ0GU6","10","465,676","119 of 168","Manassas, VA","1 3 5 2 2 5 5 4 5 5"
"A38H6WW4XOPR6O","1","5,131,124","6 of 8","","5"
"A38H70OA3Z3OO6","5","1,206,876","39 of 43","South Carolina","3 3 4 1 1"
"A38H7X27HTE73L","5","245,144","32 of 34","","5 5 5 5 4"
"A38H9TVOH59V2N","10","513,534","33 of 40","Shenandoah, TX","5 5 5 5 5 5 5 5 5 5"
"A38HG0C05482IX","10","499,785","46 of 64","Real world","4 5 2 1 2 1 5 4 3 1"
"A38HMHGUWGLMNM","10","27,535","263 of 359","San Francisco, CA","5 5 5 5 5 5 5 5 2 5"
"A38HPMN886LWFY","2","15,430,124","1 of 11","","5 3"
"A38HS92UBE3ZIA","8","650,764","46 of 79","Georgia, USA","5 5 5 5 4 4 1 3"
"A38HY1NV00IZTD","1","9,944,693","1 of 3","","3"
"A38I79MHZLL1VX","10","841,854","23 of 24","Boston, MA","3 4 5 5 5 4 5 5 5 5"
"A38IF5MJWZ9TJX","2","8,196,217","3 of 4","Long Island, NY","5 1"
"A38IFC31823UST","10","106,600","245 of 631","Marshfield, MA United States","1 3 2 5 3 1 3 4 1 5"
"A38IJNGKKFDG1I","2","3,068,598","5 of 7","","4 1"
"A38ILNPIIEZM69","10","368,138","34 of 54","S?o Paulo, Brazil","5 5 4 5 2 5 5 5 3 5"
"A38IMTI3YRJCFT","10","15,521,499","30 of 79","USA","3 4 2 4 1 4 4 4 4 4"
"A38IQYRHJCEB8Z","1","8,214,027","1 of 1","","4"
"A38IYL0J8IA4V6","10","1,367,278","3 of 5","","3 5 4 4 5 4 4 4 5 5"
"A38IZHWW6QT209","3","1,377,716","46 of 53","","5 5 3"
"A38J8S6PIM04AH","8","827,798","5 of 6","Winston Salem, NC, US","4 3 5 4 5 5 5 5"
"A38JBF3VI9FP0L","7","734,315","11 of 16","","5 3 3 5 5 3 4 3 2 4"
"A38JDO1CX89YOU","3","2,337,958","4 of 4","ORINDA, CA, US","5 5 5"
"A38JFUJ5J6OVKQ","9","85,658","1047 of 1080","Wellesley, MA","2 5 4 2 4 5 5 5 4"
"A38JM5DV362DDN","1","8,934,065","1 of 1","","4"
"A38JM9VHGW02DQ","2","4,406,179","1 of 1","","5 5"
"A38JNSBJMF69O5","10","182,396","57 of 66","Connecticut, USA","2 5 5 5 5 5 5 5 4 5"
"A38JR7AOYA3WWK","10","52,622","180 of 201","Minnesota","5 5 5 5 5 4 5 5 5 5"
"A38JRNPTNFQ0RG","1","9,296,189","1 of 2","","5"
"A38JWBQD6AHREG","4","2,139,218","3 of 3","","3 3 5 3"
"A38K04CUVPICAM","1","5,653,355","4 of 4","","5"
"A38K4IDBRUD91Y","10","165,132","24 of 26","San Jose, ca","5 1 1 5 1 5 5 4 4 5"
"A38K76B8XGP212","10","292,502","157 of 227","Sunnyvale, CA United States","4 1 1 1 3 5 5 1 5 1"
"A38K8OU0P40ZNX","1","9,263,216","","","4"
"A38KA1I10ZPXX6","1","5,562,597","3 of 4","","5"
"A38KB01GID6UL1","4","93,496","378 of 394","NH USA","3 4 2 5"
"A38KBKJ3364PST","10","97,733","25 of 29","","5 2 5 4 5 4 5 5 5 5"
"A38KEFWB5ZUV93","10","761,351","9 of 11","St. Inigoes, MD USA","5 5 5 5 5 1 5 5 5 5"
"A38KFI5TAEGYXO","1","8,697,722","","","4"
"A38KK0SZYEH5UD","10","171","4842 of 5152","Long Island, NY","5 5 3 5 4 4 2 4 5 4"
"A38KKXTXP9U1D1","1","6,394,655","3 of 3","","4"
"A38KVB95JZ309S","10","78,039","216 of 273","Meriden, CT","5 2 5 5 5 5 5 5 5 1"
"A38L5I9MY8A959","10","1,194,951","14 of 24","Millersville, MD USA","5 5 5 5 5 5 4 1 2 5"
"A38LDG3LJYHJO6","3","3,688,103","8 of 10","Hampton, VA United States","4 5 1"
"A38LF63OEX4C4W","10","1,462,467","14 of 29","","5 5 5 1 5 5 5 3 4 2"
"A38LGJ0KS9BC3L","4","4,339,241","1 of 3","","1 2 3 1"
"A38LLOIDSNY98T","2","7,428,841","3 of 7","","2 3"
"A38LOL8HKFHDQW","10","36,156","235 of 314","","5 5 2 4 4 4 3 4 5 1"
"A38LQ9ESQI9QTS","10","164,329","28 of 37","North Carolina","1 2 5 4 5 4 5 5 4 5"
"A38LRP7GO75DR","3","2,699,544","5 of 8","Seattle WA","3 5 4"
"A38LSYP09XKORS","4","663,174","16 of 18","","1 5 5 5"
"A38LW2YPFV0U78","2","3,926,138","5 of 6","","5 5"
"A38M10WWO6QBYM","10","994,386","12 of 21","","5 5 5 4 1 3 1 3 5 5"
"A38M3N5TYLY10S","10","438,281","46 of 64","Taylor Mill, KY USA","5 1 5 5 1 3 3 5 5 5"
"A38MDC3VBLYJ3E","1","8,549,669","3 of 4","","5"
"A38MHMJ7ZUXJ2Z","2","3,844,811","1 of 1","","5 4"
"A38MLLWYZGMQ04","10","34,705","292 of 358","SAN RAMON, CA, United States","3 5 5 5 5 5 4 3 3 3"
"A38MMM8LXVCE8G","10","315,903","92 of 154","","5 1 2 1 5 1 5 1 2 5"
"A38MMR3BOOMVJG","10","196,058","46 of 72","Chicago, IL","5 4 2 4 5 5 3 3 4 3"
"A38MX17BSO7CZ9","1","15,183,830","2 of 10","","3"
"A38N12EXRNWM9","1","15,189,416","5 of 15","","1"
"A38N14TGL5LX5R","4","275,504","47 of 52","","5 5 5 5"
"A38N5KCMRMTE9L","3","805,898","67 of 72","","3 5 4"
"A38NA9QQDX7M2O","2","6,766,223","1 of 1","","4 4"
"A38NCHOIAL0FZO","10","65,652","92 of 122","","2 5 4 5 4 5 5 2 5 5"
"A38NFVMELG3PK7","1","9,039,123","2 of 3","","4"
"A38NL22J79JOH1","10","15,666,221","62 of 257","Low Country, SC","5 4 5 2 4 5 4 4 5 5"
"A38NMCR9UJXUQ6","3","10,673,044","","Big Bear City, CA","5 4 4"
"A38NPPT5XFX49G","1","15,349,125","2 of 13","","1"
"A38NQ4LVATINDQ","5","2,746,872","19 of 42","Danville, CA USA","2 1 1 1 1"
"A38NRFKBKC3ILC","1","6,068,648","3 of 3","","4"
"A38NS6NF6WPXS","10","88,335","27 of 28","New Jersey","5 5 5 5 5 5 4 4 4 3"
"A38NSGJ4956FU","2","4,995,188","2 of 4","","5 5"
"A38NTK4E5IZG05","3","2,283,445","4 of 6","","5 5 5"
"A38O097RLKPJQ9","1","6,936,853","4 of 5","","5"
"A38O27BDP2QECS","118","14,772","112 of 129","Iowa","5 5 5 5 5 5 4 3 5 3"
"A38O4HDBUF4RIH","9","565,681","15 of 17","Massachusetts","5 5 5 5 1 5 4 5 4"
"A38O8KS29UED3R","10","15,621,598","10 of 33","","5 1 1 2 3 3 1 4 1 3"
"A38OGTPV8IRJU7","1","449,599","511 of 561","","3"
"A38OJ0O78V40L2","2","8,595,303","2 of 5","Illinios, USA","5 5"
"A38OJOEHJH28N9","10","91,568","67 of 80","","5 5 5 5 2 1 5 5 1 5"
"A38OZ1J21BH6IT","10","373,452","12 of 14","MD","4 5 4 5 5 5 5 5 5 5"
"A38PAS0TX9YWD0","1","7,285,549","2 of 2","","5"
"A38PMECIW7VI07","3","4,159,489","2 of 2","","5 5 5"
"A38PSGB949D22C","6","487,825","20 of 37","","1 5 4 5 2 2"
"A38Q5BBJAU7HDX","1","8,908,842","1 of 1","irondale, al, US","4"
"A38QEATH3NODFM","10","11,664","2156 of 2696","Cedar Rapids, IA","2 5 3 3 4 2 5 3 4 4"
"A38QR1MWM19703","3","2,334,659","2 of 4","","5 1 4"
"A38R4CR87EJB53","33","84,400","52 of 58","","5 5 5 5 4 5 4 5 4 5"
"A38R5UUD7D1IHS","1","8,742,495","","","5"
"A38R74T1L0ZDMI","2","2,035,255","41 of 44","","4 4"
"A38R99BI3N907C","4","15,615,166","26 of 83","Springfield VA","5 4 1 1"
"A38RCV37IFXFQ8","10","428,625","24 of 48","Atlanta, Ga.","5 5 4 5 3 4 3 2 5 4"
"A38RD8701U85FG","3","15,203,587","12 of 30","New York, NY United States","3 2 1"
"A38RIYFTO7PIN8","2","9,373,897","","","5 5"
